Time,Ticker,latestPrice,latestVolume,Close,Open,low,high
20:26,ATVI,46.98,6960544,46.98,46.64,46.42,47.545
20:26,ADMS,7.3,373271,7.3,7.65,7.26,7.65
20:26,ADMP,2.07,827210,2.07,2.11,1.98,2.12
20:26,ADAP,3.75,247494,3.75,3.61,3.55,3.85
20:26,ADUS,64.21,93486,64.21,63.11,61.81,64.6
20:26,AEY,1.38,9700,1.38,1.35,1.32,1.38
20:26,IOTS,5.87,121321,5.87,6.11,5.79,6.11
20:26,ADIL,2.98,59500,2.98,2.99,2.83,2.99
21:10,YI,7.0,24953,7.0,6.97,6.9,7.165
21:10,PIH,5.48,3263,5.48,5.35,5.35,5.39
21:10,PIHPP,23.98,11559,23.98,23.34,23.25,24.0
21:10,TURN,1.86,26421,1.86,1.87,1.86,1.895
21:10,FLWS,18.39,249735,18.39,18.13,18.045,18.61
21:10,BCOW,9.6,4730,9.6,9.61,9.6,9.634
21:10,FCCY,16.59,5978,16.59,17.75,16.47,18.234
21:10,SRCE,43.33,51302,43.33,42.54,41.875,43.4
21:10,VNET,8.3,185599,8.3,8.35,8.22,8.44
21:10,TWOU,66.65,334567,66.65,65.83,64.7,66.68
21:10,QFIN,16.1,53173,16.1,16.47,15.88,16.66
21:10,TPNL,7.67,571232,7.67,6.98,6.91,7.71
21:10,JOBS,72.74,225173,72.74,72.35,71.26,72.85
21:10,EGHT,20.29,1033222,20.29,20.15,19.86,20.55
21:10,AAON,43.18,88276,43.18,42.39,42.1,43.5
21:10,ABEO,7.51,262371,7.51,7.54,7.358,7.64
21:10,ABEOW,3.8,1535,3.8,3.68,3.68,3.8
21:11,ABIL,1.97,150000,1.97,1.89,1.855,1.98
21:11,ABMD,313.22,760595,313.22,321.3,313.0,322.14
21:11,AXAS,1.27,1184039,1.27,1.33,1.23,1.36
21:11,ACIU,5.05,323891,5.05,4.76,4.71,5.08
21:11,ACIA,55.11,1246159,55.11,54.68,53.62,55.52
21:11,ACTG,3.27,330103,3.27,3.13,3.13,3.33
21:11,ACHC,29.48,674262,29.48,29.97,29.3,30.24
21:11,ACAD,26.19,1117325,26.19,26.04,25.531,26.7
21:11,ACAMU,10.0,2800,10.0,10.0,10.0,10.0
21:11,ACST,1.05,295082,1.05,1.03,1.001,1.05
21:11,AXDX,20.32,132393,20.32,19.86,19.581,20.363
21:11,XLRN,44.88,228882,44.88,44.2,43.39,45.12
21:11,ARAY,4.64,291750,4.64,4.7,4.58,4.73
21:11,ACRX,3.22,1684748,3.22,3.21,3.07,3.3
21:11,ACER,23.48,25253,23.48,22.93,22.67,23.5
21:11,ACET,0.1645,1349074,0.1645,0.185,0.1641,0.185
21:11,AKAO,0.515,1109018,0.515,0.525,0.5025,0.54
21:11,ACHV,3.02,281426,3.02,2.86,2.78,3.14
21:11,ACHN,2.96,2288555,2.96,2.95,2.87,2.99
21:11,ACIW,32.24,582382,32.24,32.16,31.89,32.32
21:11,ACRS,5.94,636688,5.94,6.09,5.75,6.09
21:11,ACMR,15.16,107018,15.16,14.93,14.47,15.5
21:11,ACNB,35.8,7662,35.8,35.0,35.0,35.89
21:11,ACOR,13.13,905320,13.13,13.08,12.61,13.27
21:11,ATVI,46.98,6960544,46.98,46.64,46.42,47.545
21:11,ADMS,7.3,373271,7.3,7.65,7.26,7.65
21:11,ADMP,2.07,827210,2.07,2.11,1.98,2.12
21:11,ADAP,3.75,247494,3.75,3.61,3.55,3.85
21:11,ADUS,64.21,93486,64.21,63.11,61.81,64.6
21:11,AEY,1.38,9700,1.38,1.35,1.32,1.38
21:11,IOTS,5.87,121321,5.87,6.11,5.79,6.11
21:11,ADIL,2.98,59500,2.98,2.99,2.83,2.99
13:11,YI,6.7,60241,7.0,7.0,6.66,7.2
13:11,PIH,5.45,5684,5.48,5.42,5.3870000000000005,5.45
13:11,PIHPP,23.034,2010,23.98,23.25,23.0,23.15
13:11,TURN,1.8780000000000001,8797,1.86,1.87,1.85,1.8869999999999998
13:11,FLWS,18.18,190391,18.39,18.42,18.13,18.5
13:11,BCOW,9.6,134,9.6,9.69,9.6,9.634
13:11,FCCY,17.269000000000002,7968,16.59,16.61,16.61,17.37
13:11,SRCE,43.56,13917,43.33,43.36,43.36,44.0
13:11,VNET,8.3,53608,8.3,8.33,8.22,8.44
13:11,TWOU,68.29,163763,66.65,67.08,66.7,68.48
13:11,QFIN,16.0,30811,16.1,16.28,15.9,16.593
13:11,TPNL,7.81,285385,7.67,7.83,7.61,8.0
13:11,JOBS,73.6,108205,72.74,72.5,72.5,73.48
13:11,EGHT,20.59,536929,20.29,20.55,20.5,20.87
13:11,AAON,43.92,25795,43.18,43.36,43.0,44.09
13:11,ABEO,7.41,109737,7.51,7.61,7.4,7.68
13:11,ABEOW,3.8,1535,3.8,3.68,3.68,3.8
13:11,ABIL,1.814,140845,1.97,1.91,1.7,1.921
13:11,ABMD,298.685,730329,313.22,314.88,296.465,316.014
13:11,AXAS,1.285,618780,1.27,1.31,1.27,1.35
13:11,ACIU,5.045,157952,5.05,5.04,4.97,5.119
13:11,ACIA,55.74,293050,55.11,55.67,55.05,56.338
13:11,ACTG,3.255,216780,3.27,3.27,3.24,3.27
13:11,ACHC,29.365,291229,29.48,29.72,29.07,29.92
13:11,ACAD,26.81,339527,26.19,26.48,26.22,26.88
13:11,ACAMU,10.0,39300,10.0,10.0,10.0,10.0
13:11,ACST,1.02,110043,1.05,1.03,1.01,1.04
13:11,AXDX,20.6,60672,20.32,20.5,20.41,21.08
13:11,XLRN,45.08,88576,44.88,45.01,44.73,45.72
13:11,ARAY,4.635,122264,4.64,4.7,4.625,4.78
13:11,ACRX,3.24,877493,3.22,3.25,3.16,3.28
13:11,ACER,23.75,10488,23.48,23.57,23.426,23.92
13:11,ACET,0.16,500000,0.1645,0.1707,0.1583,0.1707
13:11,AKAO,0.494,1638476,0.515,0.528,0.49,0.536
13:11,ACHV,2.96,69269,3.02,3.02,2.939,3.107
13:11,ACHN,2.985,321596,2.96,2.99,2.95,3.04
13:11,ACIW,32.44,135872,32.24,32.57,32.35,32.81
13:11,ACRS,6.02,176012,5.94,6.04,5.93,6.06
13:11,ACMR,15.72,104091,15.16,15.04,15.04,15.88
13:11,ACNB,36.22,1944,35.8,36.24,36.22,36.24
13:11,ACOR,13.17,159476,13.13,13.23,13.13,13.43
13:11,ATVI,46.635,5274376,46.98,47.27,46.34,47.88
13:11,ADMS,7.48,127591,7.3,7.33,7.33,7.51
13:11,ADMP,2.06,439976,2.07,2.06,2.04,2.12
13:11,ADAP,3.96,102291,3.75,3.77,3.7,3.9
13:11,ADUS,63.97,32481,64.21,64.5,63.695,64.75
13:11,AEY,1.35,3904,1.38,1.38,1.35,1.38
13:11,IOTS,5.9,31486,5.87,5.95,5.85,6.03
13:11,ADIL,2.9,15480,2.98,2.98,2.851,3.025
